name,score,beer style,abv,cal,city,country,link
Liberty Citra Double IPA,3.95,Imperial IPA,9,270.0,Auckland,New Zealand,/beer/liberty-citra-double-ipa/151705/
Epic Lupulingus,3.92,Imperial IPA,9,270.0,Auckland,New Zealand,/beer/epic-lupulingus/281253/
8 Wired Brewing,3.91,Imperial Stout,12.5,375.0,Warkworth,New Zealand,/beer/8-wired-batch-18-barrel-aged-imperial-stout/142271/
Garage Project Mutiny on the Bounty,3.9,Imperial Stout,11,330.0,Wellington,New Zealand,/beer/garage-project-mutiny-on-the-bounty/478429/
Epic Hop Zombie,3.88,Imperial IPA,8.5,255.0,Auckland,New Zealand,/beer/epic-hop-zombie/144497/
8 Wired Batch 2.18 Oak Aged Imperial Stout,3.88,Imperial Stout,11,330.0,Warkworth,New Zealand,/beer/8-wired-batch-218-oak-aged-imperial-stout/372805/
Kereru Imperial Nibs,3.87,Imperial Porter,8.5,255.0,Upper Hutt,New Zealand,/beer/kereru-imperial-nibs/402509/
Tuatara XV 15th Anniversary Russian Imperial Stout,3.87,Imperial Stout,11,330.0,Paraparaumu,New Zealand,/beer/tuatara-xv-15th-anniversary-russian-imperial-stout/386603/
8 Wired Lord of the Atlas,3.87,Barley Wine,12,360.0,Warkworth,New Zealand,/beer/8-wired-lord-of-the-atlas/500634/
Panhead Black Sabbath,3.85,Barley Wine,11,330.0,Upper Hutt Wellington,New Zealand,/beer/panhead-black-sabbath/268496/
8 Wired Gypsy Funk,3.85,Sour/Wild Ale,6.5,195.0,Warkworth,New Zealand,/beer/8-wired-gypsy-funk/451654/
Canhead Hardtail Henry Oaked Stout,3.85,Imperial Stout,8,240.0,Upper Hutt Wellington,New Zealand,/beer/canhead-hardtail-henry-oaked-stout/336112/
8 Wired HopWired IPA,3.84,India Pale Ale (IPA),7.3,219.0,Warkworth,New Zealand,/beer/8-wired-hopwired-ipa/114480/
Tuatara Double Trouble,3.84,Imperial IPA,9,270.0,Paraparaumu,New Zealand,/beer/tuatara-double-trouble/179554/
Garage Project Cabbages and Kings,3.83,Imperial Stout,12,360.0,Wellington,New Zealand,/beer/garage-project-cabbages-and-kings/362781/
Epic / Fork & Brewer / Hallertau / Liberty Four Horsemen Of The Hopocalypse,3.83,Imperial IPA,12,360.0,Auckland,New Zealand,/beer/epic-fork-brewer-hallertau-liberty-four-horsemen-of-the-hopocalypse/163208/
Tuatara Tu-Rye-Ay Midnight Rye IPA,3.82,Black IPA,7.5,225.0,Paraparaumu,New Zealand,/beer/tuatara-tu-rye-ay-midnight-rye-ipa/353837/
Tuatara Brewing Company (DB Breweries),3.82,Barley Wine,10.5,315.0,Paraparaumu,New Zealand,/beer/tuatara-x1-belgian-black-ale/159818/
8 Wired Superconductor,3.81,Imperial IPA,8.88,266.0,Warkworth,New Zealand,/beer/8-wired-superconductor/149231/
8 Wired Le Fut Flanders Red Ale,3.81,Sour Red/Brown,6.7,201.0,Warkworth,New Zealand,/beer/8-wired-le-fut-flanders-red-ale/393686/
8 Wired Bumaye,3.8,Imperial Stout,16,480.0,Warkworth,New Zealand,/beer/8-wired-bumaye/182537/
Garage Project Death From Above,3.8,India Pale Ale (IPA),7.5,225.0,Wellington,New Zealand,/beer/garage-project-death-from-above/215657/
8 Wired Brewing,3.8,Imperial Porter,11,330.0,Warkworth,New Zealand,/beer/8-wired-barrel-aged-smoked-imperial-porter-2011/296091/
Liberty Yakima Monster,3.79,American Pale Ale,6,180.0,Auckland,New Zealand,/beer/liberty-yakima-monster/184394/
8 Wired Black Wired Black IPA,3.79,Black IPA,7,210.0,Warkworth,New Zealand,/beer/8-wired-black-wired-black-ipa/267492/
8 Wired Brewing,3.78,American Strong Ale,9,270.0,Warkworth,New Zealand,/beer/8-wired-renaissance-nogne-o-o-for-awesome-imperial-amber-ale/166240/
Garage Project Cockswain's Courage Blended Porter,3.78,Imperial Porter,10.5,315.0,Wellington,New Zealand,/beer/garage-project-cockswains-courage-blended-porter/225845/
Garage Project Pernicious Weed,3.78,Imperial IPA,8,240.0,Wellington,New Zealand,/beer/garage-project-pernicious-weed/150935/
8 Wired Brewing,3.78,Abt/Quadrupel,11,330.0,Warkworth,New Zealand,/beer/8-wired-grand-cru-2011/182536/
Liberty Yakima Scarlet,3.77,American Strong Ale,6.9,207.0,Auckland,New Zealand,/beer/liberty-yakima-scarlet/179180/
Renaissance Elemental Porter,3.76,Porter,6,180.0,Blenheim,New Zealand,/beer/renaissance-elemental-porter/55893/
Emerson's Bird Dog IPA,3.76,India Pale Ale (IPA),6.5,195.0,Dunedin,New Zealand,/beer/emersons-bird-dog-ipa/187908/
Garage Project Party and Bullshit,3.75,India Pale Ale (IPA),6.2,186.0,Wellington,New Zealand,/beer/garage-project-party-and-bullshit/441984/
Epic Magic Dust,3.75,India Pale Ale (IPA),6.9,207.0,Auckland,New Zealand,/beer/epic-magic-dust/512063/
Epic Armageddon IPA,3.75,India Pale Ale (IPA),6.66,200.0,Auckland,New Zealand,/beer/epic-armageddon-ipa/91271/
Liberty Sauvin Bomb,3.75,India Pale Ale (IPA),7,210.0,Auckland,New Zealand,/beer/liberty-sauvin-bomb/402193/
8 Wired Fresh HopWired,3.74,India Pale Ale (IPA),7.3,219.0,Warkworth,New Zealand,/beer/8-wired-fresh-hopwired/171357/
Canhead Johnny Octane Red IPA,3.73,Imperial IPA,8,240.0,Upper Hutt Wellington,New Zealand,/beer/canhead-johnny-octane-red-ipa/333936/
Epic Imperium,3.73,Imperial Stout,9,270.0,Auckland,New Zealand,/beer/epic-imperium/278267/
8 Wired Tall Poppy India Red Ale,3.73,Amber Ale,7,210.0,Warkworth,New Zealand,/beer/8-wired-tall-poppy-india-red-ale/133251/
8 Wired Saison Sauvin,3.73,Saison,7,210.0,Warkworth,New Zealand,/beer/8-wired-saison-sauvin/142268/
8 Wired C4 Double Coffee Brown Ale,3.73,American Strong Ale,8,240.0,Warkworth,New Zealand,/beer/8-wired-c4-double-coffee-brown-ale/173667/
Epic / Steam 10 Years 1000 Celebration Ale,3.73,Barley Wine,10.1,303.0,Auckland,New Zealand,/beer/epic-steam-10-years-1000-celebration-ale/411569/
Epic Epicurean Coffee & Fig Oatmeal Stout,3.72,Imperial Stout,8,240.0,Auckland,New Zealand,/beer/epic-epicurean-coffee-fig-oatmeal-stout/160632/
Garage Project Triple Day of the Dead,3.72,Schwarzbier,11.5,345.0,Wellington,New Zealand,/beer/garage-project-triple-day-of-the-dead/275364/
8 Wired Mighty Imperial Ale,3.72,American Strong Ale,11,330.0,Warkworth,New Zealand,/beer/8-wired-mighty-imperial-ale/212508/
Invercargill Sa!son,3.72,Saison,6,180.0,Invercargill,New Zealand,/beer/invercargill-sason/124932/
Epic Apocalypse IPA,3.71,Black IPA,6.8,204.0,Auckland,New Zealand,/beer/epic-apocalypse-ipa/267920/
Pink Elephant,3.71,Imperial Stout,11,330.0,Blenheim Malborough,New Zealand,/beer/pink-elephant-imperious-rushin-stowt/69870/
Campo Pale Ale,3.42,American Pale Ale,5.6,168.0,,Nicaragua,/beer/campo-pale-ale/329995/
Moropotente Lado Obscuro,3.25,Sweet Stout,7,210.0,Dolores,Nicaragua,/beer/moropotente-lado-obscuro/464827/
Mytos Amber Ale,3.18,Amber Ale,6,180.0,Managua,Nicaragua,/beer/mytos-amber-ale/464824/
Moropotente Scotch,3.04,Scotch Ale,-,,Dolores,Nicaragua,/beer/moropotente-scotch/314664/
Mytos,3.00,Zwickel/Keller/Landbier,6.3,189.0,Managua,Nicaragua,/beer/mytos/301682/
Nicaragua Craft Beer Panga Drops Keller Pils,2.92,Zwickel/Keller/Landbier,6.2,186.0,San Juan del Sur,Nicaragua,/beer/nicaragua-craft-beer-panga-drops-keller-pils/567235/
La Porteña Golden Ale,2.89,Golden Ale/Blond Ale,-,,San Juan del Sur,Nicaragua,/beer/la-portena-golden-ale/314317/
Erdmann's Calala,2.87,German Hefeweizen,5,150.0,Ticuantepe,Nicaragua,/beer/erdmanns-calala/314049/
Victoria Light,2.84,Pale Lager,3.5,105.0,Managua,Nicaragua,/beer/victoria-light/50034/
Bufalo,2.84,Pale Lager,5.1,153.0,Managua,Nicaragua,/beer/bufalo/50032/
Moropotente Pils,2.83,Pilsener,-,,Dolores,Nicaragua,/beer/moropotente-pils/314663/
Mytos Pale Ale,2.81,English Pale Ale,5.7,171.0,Managua,Nicaragua,/beer/mytos-pale-ale/464817/
San Juan del Sur El Boom IPA,2.80,India Pale Ale (IPA),6.3,189.0,San Juan del Sur,Nicaragua,/beer/san-juan-del-sur-el-boom-ipa/309967/
La Porteña Stout,2.79,Stout,-,,San Juan del Sur,Nicaragua,/beer/la-portena-stout/314314/
La Porteña Red Ale,2.77,Amber Ale,-,,San Juan del Sur,Nicaragua,/beer/la-portena-red-ale/314316/
Moropotente 19 Dias,2.77,Golden Ale/Blond Ale,5.7,171.0,Dolores,Nicaragua,/beer/moropotente-19-dias/464822/
Mytos Weissbier,2.77,German Hefeweizen,5.6,168.0,Managua,Nicaragua,/beer/mytos-weissbier/387819/
San Juan del Sur Cervecería Nicarao,2.71,Wheat Ale,4.6,138.0,San Juan del Sur,Nicaragua,/beer/san-juan-del-sur-cervecerya-nicarao/318683/
Victoria Selección Maestro,2.68,Premium Lager,5.1,153.0,Managua,Nicaragua,/beer/victoria-seleccion-maestro/159579/
San Juan del Sur Panga Sessions,2.51,American Pale Ale,5,150.0,San Juan del Sur,Nicaragua,/beer/san-juan-del-sur-panga-sessions/312726/
Toña Lite,2.46,Pale Lager,4,120.0,Managua,Nicaragua,/beer/tona-lite/464833/
Cerveza Cristal (Nicaragua),2.25,Pale Lager,-,,Managua,Nicaragua,/beer/cerveza-cristal-nicaragua/68320/
Victoria Frost,1.98,Pale Lager,4.9,147.0,Managua,Nicaragua,/beer/victoria-frost/98066/
Victoria (Nicaragua),1.89,Pale Lager,4,120.0,Managua,Nicaragua,/beer/victoria-nicaragua/26071/
Cerveza Premium (Nicaragua),1.79,Pale Lager,4,120.0,Managua,Nicaragua,/beer/cerveza-premium-nicaragua/26300/
Toña,1.75,Pale Lager,4.6,138.0,Managua,Nicaragua,/beer/tona/26073/
Erdmann's Altbier,n/a,Altbier,7,210.0,Ticuantepe,Nicaragua,/beer/erdmanns-altbier/473979/
Erdmann's Black Santa,n/a,Doppelbock,9,270.0,Ticuantepe,Nicaragua,/beer/erdmanns-black-santa/473980/
Pinolera Bock,n/a,Stout,4.7,141.0,Managua,Nicaragua,/beer/pinolera-bock/473972/
Pinolera Morena,n/a,Sweet Stout,4.7,141.0,Managua,Nicaragua,/beer/pinolera-morena/473973/
Pinolera Rubia,n/a,Golden Ale/Blond Ale,4.7,141.0,Managua,Nicaragua,/beer/pinolera-rubia/473974/
Pinolera Sultana,n/a,India Pale Ale (IPA),5.5,165.0,Managua,Nicaragua,/beer/pinolera-sultana/473971/
Pinolera Trigueña,n/a,Wheat Ale,4.7,141.0,Managua,Nicaragua,/beer/pinolera-triguena/473975/
Erdmann's IPA,n/a,India Pale Ale (IPA),6.5,195.0,Ticuantepe,Nicaragua,/beer/erdmanns-ipa/473978/
Erdmann's Kolsch,n/a,Kölsch,5,150.0,Ticuantepe,Nicaragua,/beer/erdmanns-kolsch/473976/
Erdmann's Oktoberfest,n/a,Oktoberfest/Märzen,6.8,204.0,Ticuantepe,Nicaragua,/beer/erdmanns-oktoberfest/473977/
Campo Summer Ale,n/a,Wheat Ale,4.9,147.0,,Nicaragua,/beer/campo-summer-ale/329998/
Castel Beer (Niger),2.65,Pale Lager,5.2,156.0,Niamey,Niger,/beer/castel-beer-niger/141004/
BN Special Fêtes,2.56,Brown Ale,8,240.0,Niamey,Niger,/beer/bn-special-fetes/472524/
Beaufort Lager Blond (Niger),2.52,Pale Lager,5.1,153.0,Niamey,Niger,/beer/beaufort-lager-blond-niger/140843/
Flag Spéciale (Niger),1.82,Pale Lager,-,,Niamey,Niger,/beer/flag-speciale-niger/84597/
Bière Niger,1.68,Pale Lager,-,,Niamey,Niger,/beer/biere-niger/48679/
Guinness Foreign Extra Stout (Nigeria),3.41,Foreign Stout,7.5,225.0,Lagos,Nigeria,/beer/guinness-foreign-extra-stout-nigeria/19432/
Legend Extra Stout (Nigeria),3.12,Foreign Stout,7.5,225.0,Lagos,Nigeria,/beer/legend-extra-stout-nigeria/13749/
Turbo King (Nigeria),3.10,Foreign Stout,6.5,195.0,Lagos,Nigeria,/beer/turbo-king-nigeria/201448/
Williams Dark Ale (Nigeria),3.01,Foreign Stout,6.5,195.0,Lagos,Nigeria,/beer/williams-dark-ale-nigeria/201456/
Trophy Black Lager,2.95,Dunkel/Tmavý,6,180.0,Ilesa Osun,Nigeria,/beer/trophy-black-lager/254000/
Guinness Extra Smooth (Nigeria),2.91,Foreign Stout,6,180.0,Lagos,Nigeria,/beer/guinness-extra-smooth-nigeria/100785/
33 Export (Nigeria),2.64,Pale Lager,5,150.0,Lagos,Nigeria,/beer/33-export-nigeria/232584/
Dubic Extra Lager Beer,2.63,Pale Lager,5,150.0,Lagos,Nigeria,/beer/dubic-extra-lager-beer/234011/
Star Lite (Nigeria),2.63,Pale Lager,4,120.0,Lagos,Nigeria,/beer/star-lite-nigeria/251079/
Satzenbrau Premier Pilsner (Nigeria),2.60,Pale Lager,5.3,159.0,Lagos,Nigeria,/beer/satzenbrau-premier-pilsner-nigeria/251860/
Kronenbourg (Nigeria),2.60,Specialty Grain,5,150.0,Sango Otta Ogun State,Nigeria,/beer/kronenbourg-nigeria/102415/
Goldberg Premium Lager Beer,2.58,Pale Lager,5.2,156.0,Lagos,Nigeria,/beer/goldberg-premium-lager-beer/231930/
Harp (Nigeria),2.35,Specialty Grain,5.15,155.0,Lagos,Nigeria,/beer/harp-nigeria/100862/
Hero Premium Lager (Nigeria),2.30,Pale Lager,5.2,156.0,Onitsha Anambra state,Nigeria,/beer/hero-premium-lager-nigeria/252086/
Trophy Premium Quality Lager Beer,2.24,Pale Lager,5,150.0,Ilesa Osun,Nigeria,/beer/trophy-premium-quality-lager-beer/232458/
Gulder Lager (Nigeria),2.08,Pale Lager,5.2,156.0,Lagos,Nigeria,/beer/gulder-lager-nigeria/12805/
Wilfort Dark Ale (Nigeria),2.00,Brown Ale,6.5,195.0,Sango Otta Ogun State,Nigeria,/beer/wilfort-dark-ale-nigeria/102414/
Star Lager (Nigeria),1.99,Pale Lager,5.1,153.0,Lagos,Nigeria,/beer/star-lager-nigeria/12804/
Tusk Lager Beer,n/a,Specialty Grain,-,,Sango Otta Ogun State,Nigeria,/beer/tusk-lager-beer/102413/
Champion Lager Beer,n/a,Pale Lager,-,,Uyo Akwa Ibom,Nigeria,/beer/champion-lager-beer/99775/
More Quality Lager Beer,n/a,Specialty Grain,-,,Makurdi,Nigeria,/beer/more-quality-lager-beer/99776/
,n/a,,,,,,/beer/castle-lager-nigeria/251865/
,n/a,,,,,,/beer/castle-milk-stout-nigeria/251864/
Orijin,n/a,Radler/Shandy,6,180.0,Lagos,Nigeria,/beer/orijin/449523/
,n/a,,,,,,/beer/pal-nigeria-lager/13893/
Norfolk Island Pilsiner,2.83,Pilsener,4.5,135.0,,Norfolk Island,/beer/norfolk-island-pilsiner/55107/
Norfolk Island Mutineer,2.8,English Pale Ale,5,150.0,,Norfolk Island,/beer/norfolk-island-mutineer/32475/
Norfolk Island Bee Sting,2.8,Golden Ale/Blond Ale,3.9,117.0,,Norfolk Island,/beer/norfolk-island-bee-sting/32474/
Norfolk Island Blighs Revenge,2.7,Old Ale,6.7,201.0,,Norfolk Island,/beer/norfolk-island-blighs-revenge/32476/
Taedonggang 6,3.00,Schwarzbier,6,180.0,Pyongyang,North Korea,/beer/taedonggang-6/378666/
Koryo Hotel Yellow Beer,2.99,German Hefeweizen,-,,Pyongyang,North Korea,/beer/koryo-hotel-yellow-beer/217578/
Mansudae Restaurant Beer 1 (Wheat),2.98,German Hefeweizen,-,,Pyongyang,North Korea,/beer/mansudae-restaurant-beer-1-wheat/457958/
Yanggakdo Hotel Draught Beer,2.96,Golden Ale/Blond Ale,5,150.0,Pyongyang,North Korea,/beer/yanggakdo-hotel-draught-beer/240340/
Rakwon 12,2.93,German Hefeweizen,-,,Pyongyang,North Korea,/beer/rakwon-12/217579/
Taedonggang 1,2.93,Pale Lager,4.5,135.0,Pyongyang,North Korea,/beer/taedonggang-1/440506/
Thaesong Restaurant Beer,2.89,Zwickel/Keller/Landbier,-,,Pyongyang,North Korea,/beer/thaesong-restaurant-beer/514560/
Haean Beer,2.85,Czech Pilsner (Světlý),-,,Rason,North Korea,/beer/haean-beer/376230/
Koryo Hotel Black Beer,2.84,Schwarzbier,-,,Pyongyang,North Korea,/beer/koryo-hotel-black-beer/217576/
Ryongaksan 12°,2.83,Pale Lager,4.5,135.0,Pyongyang,North Korea,/beer/ryongaksan-12/500862/
Ryongsong Huk-maekju 15°,2.81,Schwarzbier,5.4,162.0,,North Korea,/beer/ryongsong-huk-maekju-15/361540/
Rakbaek Dark Beer,2.81,Dunkel/Tmavý,4.5,135.0,Pyongyang,North Korea,/beer/rakbaek-dark-beer/359064/
Taedonggang 7,2.81,Schwarzbier,4.5,135.0,Pyongyang,North Korea,/beer/taedonggang-7/378667/
Mansudae Restaurant Black Beer,2.79,Schwarzbier,-,,Pyongyang,North Korea,/beer/mansudae-restaurant-black-beer/457968/
Unjong Black Beer 흑맥주,2.76,Dunkel/Tmavý,-,,Pyongyang,North Korea,/beer/unjong-black-beer-551214758951452/441063/
Taedonggang 15P,2.75,Pale Lager,5.7,171.0,Pyongyang,North Korea,/beer/taedonggang-15p/31440/
Unjong Yellow Beer 황맥주,2.72,German Hefeweizen,-,,Pyongyang,North Korea,/beer/unjong-yellow-beer-548894758951452/441060/
Pyongyang Gold Lane Beer,2.72,Pale Lager,-,,Pyongyang,North Korea,/beer/pyongyang-gold-lane-beer/500751/
Taedonggang Fermented Apple Cider,2.68,Cider,5,150.0,Pyongyang,North Korea,/beer/taedonggang-fermented-apple-cider/458914/
Ryongsong Huk-maekju 12°,2.67,Schwarzbier,4,120.0,,North Korea,/beer/ryongsong-huk-maekju-12/499576/
Taedonggang 5,2.67,Specialty Grain,4.5,135.0,Pyongyang,North Korea,/beer/taedonggang-5/440332/
Mansudae Restaurant Beer 2 (Barley),2.62,Pale Lager,-,,Pyongyang,North Korea,/beer/mansudae-restaurant-beer-2-barley/457962/
Rakbaek Black Beer,2.60,Schwarzbier,4.5,135.0,Pyongyang,North Korea,/beer/rakbaek-black-beer/377967/
Rakwon Jebi Draft Beer,2.58,Pale Lager,-,,,North Korea,/beer/rakwon-jebi-draft-beer/382672/
Taedonggang 4,2.56,Specialty Grain,4.5,135.0,Pyongyang,North Korea,/beer/taedonggang-4/440581/
Ryongsong Beer 12°,2.55,Pale Lager,3.8,114.0,,North Korea,/beer/ryongsong-beer-12/195374/
Taedonggang 3,2.53,Specialty Grain,5.5,165.0,Pyongyang,North Korea,/beer/taedonggang-3/440527/
Kyongsung Draught Beer 경승생맥주,2.51,Pale Lager,5,150.0,Pyongyang,North Korea,/beer/kyongsung-draught-beer-4422149849493734758951452/531491/
Taedonggang 11P,2.50,Pale Lager,3.5,105.0,Pyongyang,North Korea,/beer/taedonggang-11p/48551/
Rakrang Ryomyong Haesal Saengmaekju,2.49,Pale Lager,4,120.0,Pyongyang,North Korea,/beer/rakrang-ryomyong-haesal-saengmaekju/360976/
Pyongyang Huk-maekju,2.48,Dunkel/Tmavý,-,,Pyongyang,North Korea,/beer/pyongyang-huk-maekju/360979/
Ponghak Beer 12°,2.42,Pale Lager,5,150.0,Pyongyang,North Korea,/beer/ponghak-beer-12/197356/
Ryongsong Beer 10°,2.40,Pale Lager,3.4,102.0,,North Korea,/beer/ryongsong-beer-10/500869/
Pyongyang Maekju 11°,2.39,Pale Lager,4.2,126.0,Pyongyang,North Korea,/beer/pyongyang-maekju-11/357431/
Pyongyang Maekju 12°,2.35,Pale Lager,4.5,135.0,Pyongyang,North Korea,/beer/pyongyang-maekju-12/499575/
Rakwon Kumgang Beer 락원 금강맥주,2.34,Pale Lager,4.3,129.0,,North Korea,/beer/rakwon-kumgang-beer-4697350896-44552440534758951452/405670/
Taedonggang 2 Yellow Label,2.31,Pale Lager,5.5,165.0,Pyongyang,North Korea,/beer/taedonggang-2-yellow-label/194299/
Kyonghung Maekju,2.29,Pale Lager,4.5,135.0,Pyongyang,North Korea,/beer/kyonghung-maekju/363117/
Ryongsong Beer 15°,2.28,Pale Lager,5,150.0,,North Korea,/beer/ryongsong-beer-15/349404/
Ryongsong Beer 12° 4.5%,2.27,Pale Lager,4.5,135.0,,North Korea,/beer/ryongsong-beer-12-45/47159/
Taedonggang 2 Black Label,2.21,Pale Lager,5,150.0,Pyongyang,North Korea,/beer/taedonggang-2-black-label/217571/
Ponghak Beer 11°,2.18,Pale Lager,4.5,135.0,Pyongyang,North Korea,/beer/ponghak-beer-11/297967/
KITC Mangyŏngdae,2.15,Pale Lager,-,,Pyongyang,North Korea,/beer/kitc-mangy335ngdae/500753/
Taedonggang Beer,2.11,Pale Lager,5,150.0,Pyongyang,North Korea,/beer/taedonggang-beer/72311/
Ryongsong Ssalmaekju,2.09,Specialty Grain,4.5,135.0,,North Korea,/beer/ryongsong-ssalmaekju/357951/
,n/a,,,,,,/beer/koryo-hotel-heuk-saeng-maekju/96490/
Taedonggang Black Beer,n/a,Schwarzbier,4,120.0,Pyongyang,North Korea,/beer/taedonggang-black-beer/31441/
Kumgangsan Draft Beer 금강산생맥주,n/a,Zwickel/Keller/Landbier,-,,Kosong County,North Korea,/beer/kumgangsan-draft-beer-445524405349328493734758951452/523810/
Neill & Ross,3.98,Lambic Style - Fruit,6,180.0,Belfast,Northern Ireland,/beer/nr-shot-in-the-dark/150375/
Boundary Forever Ago,3.61,India Pale Ale (IPA),6,180.0,Belfast,Northern Ireland,/beer/boundary-forever-ago/474862/
Boundary Gift,3.59,Imperial Stout,8.7,261.0,Belfast,Northern Ireland,/beer/boundary-gift/437439/
Farmageddon India Export Porter,3.58,Imperial Porter,5.2,156.0,Comber,Northern Ireland,/beer/farmageddon-india-export-porter/263238/
Boundary Sour Bake 2016,3.56,Sour/Wild Ale,9.6,288.0,Belfast,Northern Ireland,/beer/boundary-sour-bake-2016/452797/
Farmageddon Double IPA,3.54,Imperial IPA,8.5,255.0,Comber,Northern Ireland,/beer/farmageddon-double-ipa/389681/
Boundary Export Stout,3.52,Foreign Stout,7,210.0,Belfast,Northern Ireland,/beer/boundary-export-stout/328953/
Boundary,3.5,Imperial Stout,9.1,273.0,Belfast,Northern Ireland,/beer/boundary-gift-2/447433/
Boundary Filthy Animal 2,3.5,Porter,4.8,144.0,Belfast,Northern Ireland,/beer/boundary-filthy-animal-2/412909/
Boundary Filthy Animal 3,3.45,Spice/Herb/Vegetable,5.4,162.0,Belfast,Northern Ireland,/beer/boundary-filthy-animal-3/481784/
Farmageddon Baltic Porter 2016,3.42,Baltic Porter,10.8,324.0,Comber,Northern Ireland,/beer/farmageddon-baltic-porter-2016/489354/
Boundary Imbongorific,3.4,Imperial IPA,9,270.0,Belfast,Northern Ireland,/beer/boundary-imbongorific/447437/
Boundary Tom,3.4,Saison,5.4,162.0,Belfast,Northern Ireland,/beer/boundary-tom/452798/
Whitewater Hoppelhammer,3.4,India Pale Ale (IPA),6,180.0,County Down Castlewellan,Northern Ireland,/beer/whitewater-hoppelhammer/197870/
Boundary Imbongo,3.39,India Pale Ale (IPA),5.5,165.0,Belfast,Northern Ireland,/beer/boundary-imbongo/437441/
Boundary / Neill & Ross Adega,3.39,Sour/Wild Ale,7,210.0,Belfast,Northern Ireland,/beer/boundary-neill-ross-adega/447427/
Farmageddon Mosaic IPA,3.38,India Pale Ale (IPA),6.3,189.0,Comber,Northern Ireland,/beer/farmageddon-mosaic-ipa/422207/
Brown Bear IPA,3.38,India Pale Ale (IPA),5.2,156.0,County Down Newry,Northern Ireland,/beer/brown-bear-ipa/467037/
Farmageddon / Bittles Bar Sparred Or Barred,3.38,India Pale Ale (IPA),5.7,171.0,Comber,Northern Ireland,/beer/farmageddon-bittles-bar-sparred-or-barred/525130/
Boundary Push & Pull All The Hops,3.37,India Pale Ale (IPA),5.5,165.0,Belfast,Northern Ireland,/beer/boundary-push-pull-all-the-hops/459707/
Boundary Push & Pull Simcoe,3.37,India Pale Ale (IPA),5.5,165.0,Belfast,Northern Ireland,/beer/boundary-push-pull-simcoe/474858/
Boundary Push & Pull Comet,3.37,India Pale Ale (IPA),5.5,165.0,Belfast,Northern Ireland,/beer/boundary-push-pull-comet/447434/
Boundary / Zapato You're Not Getting Any,3.36,Sweet Stout,8.6,258.0,Belfast,Northern Ireland,/beer/boundary-zapato-youre-not-getting-any/543359/
Lacada Salamander Series #1 Utopian Stout,3.36,Foreign Stout,8,240.0,Portrush,Northern Ireland,/beer/lacada-salamander-series-1-utopian-stout/441034/
Boundary,3.35,Berliner Weisse,1.9,57.0,Belfast,Northern Ireland,/beer/boundary-a-berliner-vice-2/386909/
Bullhouse The Notorious P.I.G.,3.34,Porter,6.7,201.0,Newtownards,Northern Ireland,/beer/bullhouse-the-notorious-pig/544908/
Boundary / Mad Hatter Milk Agitator,3.32,Berliner Weisse,4.1,123.0,Belfast,Northern Ireland,/beer/boundary-mad-hatter-milk-agitator/437440/
Clanconnel #6 McGrath's Irish Black Stout,3.32,Dry Stout,4.3,129.0,Craigavon,Northern Ireland,/beer/clanconnel-6-mcgraths-irish-black-stout/132596/
Boundary D'etre Ace*d 2,3.32,Saison,4.6,138.0,Belfast,Northern Ireland,/beer/boundary-detre-aced-2/437438/
Hillstown Horny Bull Stout,3.31,Imperial Stout,7,210.0,Antrim - Randalstown,Northern Ireland,/beer/hillstown-horny-bull-stout/299999/
Kilmegan Irish Farmhouse Cider,3.31,Cider,5.9,177.0,Dundrum,Northern Ireland,/beer/kilmegan-irish-farmhouse-cider/300978/
Pokertree Dark Nirvana,3.31,Black IPA,6.5,195.0,Carrickmore,Northern Ireland,/beer/pokertree-dark-nirvana/285576/
